county,totalcountconfirmed,
Santa Clara,151,
Santa Clara,183,
Santa Clara,246,
Santa Clara,269,
Santa Clara,284,
Santa Clara,336,
Santa Clara,389,
Santa Clara,452,
Santa Clara,487,
Santa Clara,557,
Santa Clara,587,
Santa Clara,591,
Santa Clara,745,
Santa Clara,777,
Santa Clara,805,
Santa Clara,908,
Santa Clara,983,
Santa Clara,1045,
Santa Clara,1052,
Santa Clara,1128,
Santa Clara,1193,
Santa Clara,1257,
Santa Clara,1301,
Santa Clara,1351,
Santa Clara,1441,
Santa Clara,1461,
Santa Clara,1542,
Santa Clara,1561,
Santa Clara,1692,
Santa Clara,1789,
Santa Clara,1834,
Santa Clara,1862,
Santa Clara,1878,
Santa Clara,1920,
Santa Clara,1943,
Santa Clara,1969,
Santa Clara,1996,
Santa Clara,2026,
Santa Clara,2045,
Santa Clara,2097,
Santa Clara,2104,
Santa Clara,2130,
Santa Clara,2147,
Santa Clara,2172,
Santa Clara,2176,
Santa Clara,2203,
Santa Clara,2235,
Santa Clara,2238,
Santa Clara,2249,
Santa Clara,2270,
Santa Clara,2281,
Santa Clara,2285,
Santa Clara,2317,
Santa Clara,2331,
Santa Clara,2340,
Santa Clara,2362,
Santa Clara,2370,
Santa Clara,2380,
Santa Clara,2395,
Santa Clara,2420,
Santa Clara,2453,
Santa Clara,2468,
Santa Clara,2480,
Santa Clara,2508,
Santa Clara,2520,
Santa Clara,2537,
Santa Clara,2593,
Santa Clara,2623,
Santa Clara,2647,
Santa Clara,2659,
Santa Clara,2680,
Santa Clara,2698,
Santa Clara,2707,
Santa Clara,2741,
Santa Clara,2785,
Santa Clara,2797,
Santa Clara,2819,
Santa Clara,2836,
Santa Clara,2871,
Santa Clara,2902,
Santa Clara,2934,
Santa Clara,2947,
Santa Clara,2971,
Santa Clara,3006,
Santa Clara,3032,
Santa Clara,3049,
Santa Clara,3099,
Santa Clara,3141,
Santa Clara,3178,
Santa Clara,3204,
Santa Clara,3228,
Santa Clara,3264,
Santa Clara,3338,
Santa Clara,3376,
Santa Clara,3435,
Santa Clara,3514,
Santa Clara,3580,
Santa Clara,3700,
Santa Clara,3812,
Santa Clara,3883,
Santa Clara,3985,
Santa Clara,4043,
Santa Clara,4193,
Santa Clara,4372,
Santa Clara,4476,
Santa Clara,4545,
Santa Clara,4722,
Santa Clara,4820,
Santa Clara,5045,
Santa Clara,5237,
Santa Clara,5369,
Santa Clara,5438,
Santa Clara,5510,
Santa Clara,5638,
Santa Clara,5819,
Santa Clara,5959,
Santa Clara,6252,
Santa Clara,6488,
Santa Clara,6686,
Santa Clara,6900,
Santa Clara,6990,
Santa Clara,7080,
Santa Clara,7255,
Santa Clara,7403,
Santa Clara,7711,
Santa Clara,7989,
Santa Clara,8266,
Santa Clara,8458,
Santa Clara,8658,
Santa Clara,8767,
Santa Clara,8986,
Santa Clara,9157,
Santa Clara,9307,
Santa Clara,9567,
Santa Clara,9708,
Santa Clara,9863,
Santa Clara,10281,
Santa Clara,10577,
Santa Clara,10747,
Santa Clara,10986,
Santa Clara,11074,
Santa Clara,11280,
Santa Clara,11409,
Santa Clara,11615,
Santa Clara,11878,
Santa Clara,12615,
Santa Clara,12920,
Santa Clara,13002,
Santa Clara,13257,
Santa Clara,13785,
Santa Clara,14105,
Santa Clara,14329,
Santa Clara,14546,
Santa Clara,14786,
Santa Clara,14994,
Santa Clara,15162,
Santa Clara,15399,
Santa Clara,15590,
Santa Clara,15912,
Santa Clara,16049,
Santa Clara,16199,
Santa Clara,16283,
Santa Clara,16495,
Santa Clara,16696,
Santa Clara,16898,
Santa Clara,17045,
Santa Clara,17211,
Santa Clara,17319,
Santa Clara,17673,
Santa Clara,17879,
Santa Clara,18074,
Santa Clara,18311,
Santa Clara,18495,
Santa Clara,18596,
Santa Clara,18645,
Santa Clara,18759,
Santa Clara,18870,
Santa Clara,19065,
Santa Clara,19330,
Santa Clara,19456,
Santa Clara,19545,
Santa Clara,19610,
Santa Clara,19684,
Santa Clara,19825,
Santa Clara,20058,
Santa Clara,20170,
Santa Clara,20330,
Santa Clara,20432,
Santa Clara,20514,
Santa Clara,20575,
Santa Clara,20689,
Santa Clara,20812,
Santa Clara,20967,
Santa Clara,21091,
Santa Clara,21180,
Santa Clara,21233,
Santa Clara,21318,
Santa Clara,21398,
Santa Clara,21545,
Santa Clara,21672,
Santa Clara,21780,
Santa Clara,21861,
Santa Clara,21914,
Santa Clara,21993,
Santa Clara,22095,
Santa Clara,22251,
Santa Clara,22354,
Santa Clara,22487,
Santa Clara,22578,
Santa Clara,22678,
Santa Clara,22735,
Santa Clara,22808,
Santa Clara,22920,
Santa Clara,22997,
Santa Clara,23169,
Santa Clara,23301,
Santa Clara,23406,
Santa Clara,23537,
Santa Clara,23621,
Santa Clara,23822,
Santa Clara,23978,
Santa Clara,24087,
Santa Clara,24258,
Santa Clara,24368,
Santa Clara,24503,
Santa Clara,24614,
Santa Clara,24811,
Santa Clara,24957,
Santa Clara,25090,
Santa Clara,25222,
Santa Clara,25386,
Santa Clara,25487,
Santa Clara,25651,
Santa Clara,25831,
Santa Clara,26087,
Santa Clara,26442,
Santa Clara,26693,
Santa Clara,26917,
Santa Clara,27075,
Santa Clara,27261,
Santa Clara,27609,
Santa Clara,27962,
Santa Clara,28289,
Santa Clara,28673,
Santa Clara,29013,
Santa Clara,29285,
Santa Clara,29630,
Santa Clara,30002,
Santa Clara,30377,
Santa Clara,30633,
Santa Clara,31064,
Santa Clara,31564,
Santa Clara,32032,
Santa Clara,32411,
Santa Clara,32935,
Santa Clara,33701,
Santa Clara,34234,
Santa Clara,35019,
Santa Clara,35397,
Santa Clara,35878,
Santa Clara,36621,
Santa Clara,37465,
Santa Clara,38339,
Santa Clara,39112,
Santa Clara,40621,
Santa Clara,41309,
Santa Clara,42912,
Santa Clara,43939,
Santa Clara,45101,
Santa Clara,45892,
Santa Clara,47920,
Santa Clara,49180,
Santa Clara,50311,
Santa Clara,51502,
Santa Clara,52559,
Santa Clara,53992,
Santa Clara,55540,
Santa Clara,56860,
Santa Clara,57699,
Santa Clara,59192,
Santa Clara,60455,
Santa Clara,61742,
Santa Clara,63173,
Santa Clara,64185,
Santa Clara,65288,
Santa Clara,66418,
Santa Clara,67581,
Santa Clara,68217,
Santa Clara,70032,
Santa Clara,71904,
Santa Clara,73662,
Santa Clara,74527,
Santa Clara,75297,
Santa Clara,76355,
Santa Clara,77485,
Santa Clara,78808,
Santa Clara,80561,
Santa Clara,82269,
Santa Clara,83779,
Santa Clara,84851,
Santa Clara,86075,
Santa Clara,87187,
Santa Clara,88505,
Santa Clara,90103,
San Mateo,57,
San Mateo,58,
San Mateo,71,
San Mateo,78,
San Mateo,82,
San Mateo,88,
San Mateo,100,
San Mateo,111,
San Mateo,122,
San Mateo,213,
San Mateo,231,
San Mateo,234,
San Mateo,257,
San Mateo,297,
San Mateo,354,
San Mateo,423,
San Mateo,474,
San Mateo,520,
San Mateo,528,
San Mateo,569,
San Mateo,573,
San Mateo,608,
San Mateo,630,
San Mateo,642,
San Mateo,662,
San Mateo,664,
San Mateo,679,
San Mateo,681,
San Mateo,707,
San Mateo,745,
San Mateo,768,
San Mateo,821,
San Mateo,845,
San Mateo,890,
San Mateo,933,
San Mateo,945,
San Mateo,970,
San Mateo,1004,
San Mateo,1054,
San Mateo,1070,
San Mateo,1092,
San Mateo,1129,
San Mateo,1170,
San Mateo,1194,
San Mateo,1222,
San Mateo,1272,
San Mateo,1277,
San Mateo,1313,
San Mateo,1335,
San Mateo,1348,
San Mateo,1398,
San Mateo,1423,
San Mateo,1453,
San Mateo,1463,
San Mateo,1499,
San Mateo,1533,
San Mateo,1550,
San Mateo,1588,
San Mateo,1612,
San Mateo,1652,
San Mateo,1680,
San Mateo,1701,
San Mateo,1704,
San Mateo,1739,
San Mateo,1791,
San Mateo,1847,
San Mateo,1862,
San Mateo,1925,
San Mateo,1938,
San Mateo,1967,
San Mateo,2045,
San Mateo,2070,
San Mateo,2103,
San Mateo,2129,
San Mateo,2169,
San Mateo,2190,
San Mateo,2203,
San Mateo,2243,
San Mateo,2284,
San Mateo,2331,
San Mateo,2342,
San Mateo,2399,
San Mateo,2431,
San Mateo,2463,
San Mateo,2492,
San Mateo,2499,
San Mateo,2533,
San Mateo,2551,
San Mateo,2571,
San Mateo,2591,
San Mateo,2618,
San Mateo,2649,
San Mateo,2674,
San Mateo,2713,
San Mateo,2755,
San Mateo,2781,
San Mateo,2813,
San Mateo,2907,
San Mateo,2964,
San Mateo,3000,
San Mateo,3063,
San Mateo,3096,
San Mateo,3162,
San Mateo,3249,
San Mateo,3306,
San Mateo,3326,
San Mateo,3390,
San Mateo,3439,
San Mateo,3532,
San Mateo,3575,
San Mateo,3650,
San Mateo,3691,
San Mateo,3733,
San Mateo,3792,
San Mateo,3844,
San Mateo,3956,
San Mateo,3988,
San Mateo,4057,
San Mateo,4173,
San Mateo,4258,
San Mateo,4336,
San Mateo,4407,
San Mateo,4488,
San Mateo,4522,
San Mateo,4609,
San Mateo,4733,
San Mateo,4796,
San Mateo,4895,
San Mateo,4954,
San Mateo,5023,
San Mateo,5078,
San Mateo,5108,
San Mateo,5171,
San Mateo,5305,
San Mateo,5369,
San Mateo,5416,
San Mateo,5520,
San Mateo,5618,
San Mateo,5661,
San Mateo,5690,
San Mateo,5695,
San Mateo,5885,
San Mateo,5948,
San Mateo,6021,
San Mateo,6094,
San Mateo,6222,
San Mateo,6339,
San Mateo,6427,
San Mateo,6503,
San Mateo,6655,
San Mateo,6860,
San Mateo,6942,
San Mateo,6987,
San Mateo,7074,
San Mateo,7146,
San Mateo,7188,
San Mateo,7253,
San Mateo,7361,
San Mateo,7450,
San Mateo,7502,
San Mateo,7636,
San Mateo,7655,
San Mateo,7728,
San Mateo,7783,
San Mateo,7928,
San Mateo,8013,
San Mateo,8065,
San Mateo,8132,
San Mateo,8148,
San Mateo,8211,
San Mateo,8275,
San Mateo,8352,
San Mateo,8387,
San Mateo,8409,
San Mateo,8460,
San Mateo,8478,
San Mateo,8529,
San Mateo,8611,
San Mateo,8759,
San Mateo,8811,
San Mateo,8847,
San Mateo,8895,
San Mateo,8944,
San Mateo,8984,
San Mateo,9062,
San Mateo,9158,
San Mateo,9198,
San Mateo,9239,
San Mateo,9291,
San Mateo,9351,
San Mateo,9376,
San Mateo,9447,
San Mateo,9509,
San Mateo,9566,
San Mateo,9582,
San Mateo,9619,
San Mateo,9634,
San Mateo,9681,
San Mateo,9745,
San Mateo,9822,
San Mateo,9858,
San Mateo,9896,
San Mateo,9934,
San Mateo,9980,
San Mateo,10044,
San Mateo,10140,
San Mateo,10218,
San Mateo,10240,
San Mateo,10262,
San Mateo,10286,
San Mateo,10309,
San Mateo,10340,
San Mateo,10405,
San Mateo,10423,
San Mateo,10503,
San Mateo,10568,
San Mateo,10659,
San Mateo,10730,
San Mateo,10796,
San Mateo,10872,
San Mateo,10942,
San Mateo,10987,
San Mateo,11037,
San Mateo,11074,
San Mateo,11101,
San Mateo,11145,
San Mateo,11207,
San Mateo,11253,
San Mateo,11280,
San Mateo,11328,
San Mateo,11406,
San Mateo,11456,
San Mateo,11535,
San Mateo,11587,
San Mateo,11693,
San Mateo,11783,
San Mateo,11857,
San Mateo,11939,
San Mateo,12008,
San Mateo,12086,
San Mateo,12182,
San Mateo,12293,
San Mateo,12348,
San Mateo,12398,
San Mateo,12491,
San Mateo,12631,
San Mateo,12714,
San Mateo,12980,
San Mateo,13138,
San Mateo,13228,
San Mateo,13364,
San Mateo,13558,
San Mateo,13614,
San Mateo,13715,
San Mateo,13872,
San Mateo,14040,
San Mateo,14177,
San Mateo,14276,
San Mateo,14495,
San Mateo,14757,
San Mateo,14909,
San Mateo,15112,
San Mateo,15512,
San Mateo,15855,
San Mateo,16029,
San Mateo,16305,
San Mateo,16422,
San Mateo,16701,
San Mateo,17240,
San Mateo,17574,
San Mateo,18090,
San Mateo,18361,
San Mateo,18907,
San Mateo,19292,
San Mateo,19647,
San Mateo,19971,
San Mateo,20393,
San Mateo,20764,
San Mateo,21035,
San Mateo,21382,
San Mateo,21780,
San Mateo,22093,
San Mateo,22568,
San Mateo,22908,
San Mateo,23136,
San Mateo,23467,
San Mateo,23773,
San Mateo,24042,
San Mateo,24570,
San Mateo,25041,
San Mateo,25483,
San Mateo,25767,
San Mateo,26150,
San Mateo,26486,
San Mateo,27050,
San Mateo,27494,
San Mateo,28072,
San Mateo,28512,
San Mateo,28972,
San Mateo,29355,
San Mateo,29747,
San Mateo,30195,
San Mateo,30694,
San Mateo,31291,
Santa Barbara,2,
Santa Barbara,5,
Santa Barbara,7,
Santa Barbara,8,
Santa Barbara,16,
Santa Barbara,18,
Santa Barbara,20,
Santa Barbara,25,
Santa Barbara,33,
Santa Barbara,37,
Santa Barbara,49,
Santa Barbara,52,
Santa Barbara,79,
Santa Barbara,89,
Santa Barbara,103,
Santa Barbara,125,
Santa Barbara,154,
Santa Barbara,167,
Santa Barbara,171,
Santa Barbara,189,
Santa Barbara,209,
Santa Barbara,221,
Santa Barbara,232,
Santa Barbara,254,
Santa Barbara,258,
Santa Barbara,261,
Santa Barbara,271,
Santa Barbara,292,
Santa Barbara,317,
Santa Barbara,331,
Santa Barbara,349,
Santa Barbara,372,
Santa Barbara,377,
Santa Barbara,388,
Santa Barbara,414,
Santa Barbara,437,
Santa Barbara,445,
Santa Barbara,450,
Santa Barbara,457,
Santa Barbara,464,
Santa Barbara,466,
Santa Barbara,469,
Santa Barbara,477,
Santa Barbara,490,
Santa Barbara,499,
Santa Barbara,506,
Santa Barbara,512,
Santa Barbara,524,
Santa Barbara,541,
Santa Barbara,565,
Santa Barbara,720,
Santa Barbara,1054,
Santa Barbara,1245,
Santa Barbara,1323,
Santa Barbara,1372,
Santa Barbara,1377,
Santa Barbara,1382,
Santa Barbara,1395,
Santa Barbara,1409,
Santa Barbara,1422,
Santa Barbara,1457,
Santa Barbara,1501,
Santa Barbara,1521,
Santa Barbara,1524,
Santa Barbara,1541,
Santa Barbara,1554,
Santa Barbara,1566,
Santa Barbara,1573,
Santa Barbara,1590,
Santa Barbara,1590,
Santa Barbara,1629,
Santa Barbara,1642,
Santa Barbara,1656,
Santa Barbara,1660,
Santa Barbara,1662,
Santa Barbara,1671,
Santa Barbara,1703,
Santa Barbara,1722,
Santa Barbara,1750,
Santa Barbara,1795,
Santa Barbara,1815,
Santa Barbara,1818,
Santa Barbara,1824,
Santa Barbara,1854,
Santa Barbara,1878,
Santa Barbara,1895,
Santa Barbara,1969,
Santa Barbara,1999,
Santa Barbara,2049,
Santa Barbara,2054,
Santa Barbara,2090,
Santa Barbara,2147,
Santa Barbara,2201,
Santa Barbara,2284,
Santa Barbara,2358,
Santa Barbara,2430,
Santa Barbara,2447,
Santa Barbara,2498,
Santa Barbara,2569,
Santa Barbara,2633,
Santa Barbara,2802,
Santa Barbara,2857,
Santa Barbara,2945,
Santa Barbara,3092,
Santa Barbara,3210,
Santa Barbara,3286,
Santa Barbara,3385,
Santa Barbara,3406,
Santa Barbara,3520,
Santa Barbara,3671,
Santa Barbara,3763,
Santa Barbara,3866,
Santa Barbara,3985,
Santa Barbara,4068,
Santa Barbara,4177,
Santa Barbara,4283,
Santa Barbara,4353,
Santa Barbara,4441,
Santa Barbara,4641,
Santa Barbara,4733,
Santa Barbara,4872,
Santa Barbara,5001,
Santa Barbara,5110,
Santa Barbara,5145,
Santa Barbara,5266,
Santa Barbara,5422,
Santa Barbara,5508,
Santa Barbara,5628,
Santa Barbara,5776,
Santa Barbara,5880,
Santa Barbara,5939,
Santa Barbara,6026,
Santa Barbara,6110,
Santa Barbara,6215,
Santa Barbara,6273,
Santa Barbara,6375,
Santa Barbara,6465,
Santa Barbara,6532,
Santa Barbara,6580,
Santa Barbara,6591,
Santa Barbara,6597,
Santa Barbara,6620,
Santa Barbara,6509,
Santa Barbara,6598,
Santa Barbara,6669,
Santa Barbara,6869,
Santa Barbara,6942,
Santa Barbara,7049,
Santa Barbara,7129,
Santa Barbara,7302,
Santa Barbara,7338,
Santa Barbara,7368,
Santa Barbara,7438,
Santa Barbara,7472,
Santa Barbara,7499,
Santa Barbara,7571,
Santa Barbara,7645,
Santa Barbara,7685,
Santa Barbara,7725,
Santa Barbara,7784,
Santa Barbara,7854,
Santa Barbara,7904,
Santa Barbara,7934,
Santa Barbara,8001,
Santa Barbara,8052,
Santa Barbara,8088,
Santa Barbara,8124,
Santa Barbara,8142,
Santa Barbara,8206,
Santa Barbara,8277,
Santa Barbara,8340,
Santa Barbara,8404,
Santa Barbara,8434,
Santa Barbara,8479,
Santa Barbara,8488,
Santa Barbara,8528,
Santa Barbara,8552,
Santa Barbara,8592,
Santa Barbara,8642,
Santa Barbara,8690,
Santa Barbara,8692,
Santa Barbara,8724,
Santa Barbara,8764,
Santa Barbara,8779,
Santa Barbara,8824,
Santa Barbara,8862,
Santa Barbara,8880,
Santa Barbara,8911,
Santa Barbara,8927,
Santa Barbara,8952,
Santa Barbara,8988,
Santa Barbara,9026,
Santa Barbara,9061,
Santa Barbara,9090,
Santa Barbara,9121,
Santa Barbara,9149,
Santa Barbara,9186,
Santa Barbara,9215,
Santa Barbara,9234,
Santa Barbara,9256,
Santa Barbara,9276,
Santa Barbara,9309,
Santa Barbara,9331,
Santa Barbara,9350,
Santa Barbara,9374,
Santa Barbara,9396,
Santa Barbara,9417,
Santa Barbara,9440,
Santa Barbara,9462,
Santa Barbara,9489,
Santa Barbara,9509,
Santa Barbara,9526,
Santa Barbara,9549,
Santa Barbara,9588,
Santa Barbara,9608,
Santa Barbara,9632,
Santa Barbara,9664,
Santa Barbara,9681,
Santa Barbara,9710,
Santa Barbara,9751,
Santa Barbara,9781,
Santa Barbara,9814,
Santa Barbara,9827,
Santa Barbara,9874,
Santa Barbara,9872,
Santa Barbara,9902,
Santa Barbara,9937,
Santa Barbara,9957,
Santa Barbara,9969,
Santa Barbara,9985,
Santa Barbara,10008,
Santa Barbara,10026,
Santa Barbara,10080,
Santa Barbara,10118,
Santa Barbara,10155,
Santa Barbara,10180,
Santa Barbara,10214,
Santa Barbara,10252,
Santa Barbara,10278,
Santa Barbara,10325,
Santa Barbara,10405,
Santa Barbara,10482,
Santa Barbara,10516,
Santa Barbara,10565,
Santa Barbara,10597,
Santa Barbara,10684,
Santa Barbara,10741,
Santa Barbara,10825,
Santa Barbara,10922,
Santa Barbara,10946,
Santa Barbara,10944,
Santa Barbara,11154,
Santa Barbara,11183,
Santa Barbara,11277,
Santa Barbara,11340,
Santa Barbara,11481,
Santa Barbara,11520,
Santa Barbara,11572,
Santa Barbara,11611,
Santa Barbara,11705,
Santa Barbara,11829,
Santa Barbara,11947,
Santa Barbara,12107,
Santa Barbara,12252,
Santa Barbara,12362,
Santa Barbara,12516,
Santa Barbara,12630,
Santa Barbara,12788,
Santa Barbara,12997,
Santa Barbara,13174,
Santa Barbara,13249,
Santa Barbara,13587,
Santa Barbara,13782,
Santa Barbara,13966,
Santa Barbara,14207,
Santa Barbara,14361,
Santa Barbara,14667,
Santa Barbara,14817,
Santa Barbara,14988,
Santa Barbara,15189,
Santa Barbara,15399,
Santa Barbara,15644,
Santa Barbara,15936,
Santa Barbara,16159,
Santa Barbara,16364,
Santa Barbara,16579,
Santa Barbara,16797,
Santa Barbara,17025,
Santa Barbara,17434,
Santa Barbara,17759,
Santa Barbara,18135,
Santa Barbara,18265,
Santa Barbara,18735,
Santa Barbara,19063,
Santa Barbara,19453,
Santa Barbara,19931,
Santa Barbara,20461,
Santa Barbara,20971,
Santa Barbara,21290,
Santa Barbara,21740,
Santa Barbara,22182,
Santa Barbara,22714,
Santa Barbara,23126,
Santa Barbara,23487,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,1,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,0,
Tuolumne,1,
Tuolumne,1,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,3,
Tuolumne,3,
Tuolumne,4,
Tuolumne,4,
Tuolumne,3,
Tuolumne,3,
Tuolumne,3,
Tuolumne,3,
Tuolumne,3,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,2,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,4,
Tuolumne,8,
Tuolumne,8,
Tuolumne,7,
Tuolumne,7,
Tuolumne,7,
Tuolumne,7,
Tuolumne,7,
Tuolumne,7,
Tuolumne,7,
Tuolumne,7,
Tuolumne,8,
Tuolumne,8,
Tuolumne,8,
Tuolumne,8,
Tuolumne,8,
Tuolumne,9,
Tuolumne,9,
Tuolumne,10,
Tuolumne,10,
Tuolumne,13,
Tuolumne,14,
Tuolumne,16,
Tuolumne,16,
Tuolumne,22,
Tuolumne,23,
Tuolumne,27,
Tuolumne,30,
Tuolumne,30,
Tuolumne,30,
Tuolumne,40,
Tuolumne,42,
Tuolumne,47,
Tuolumne,49,
Tuolumne,50,
Tuolumne,52,
Tuolumne,56,
Tuolumne,68,
Tuolumne,68,
Tuolumne,71,
Tuolumne,73,
Tuolumne,75,
Tuolumne,75,
Tuolumne,75,
Tuolumne,75,
Tuolumne,91,
Tuolumne,93,
Tuolumne,99,
Tuolumne,99,
Tuolumne,113,
Tuolumne,115,
Tuolumne,116,
Tuolumne,118,
Tuolumne,119,
Tuolumne,120,
Tuolumne,123,
Tuolumne,123,
Tuolumne,123,
Tuolumne,127,
Tuolumne,137,
Tuolumne,136,
Tuolumne,136,
Tuolumne,143,
Tuolumne,143,
Tuolumne,143,
Tuolumne,146,
Tuolumne,150,
Tuolumne,152,
Tuolumne,155,
Tuolumne,155,
Tuolumne,156,
Tuolumne,157,
Tuolumne,159,
Tuolumne,159,
Tuolumne,159,
Tuolumne,161,
Tuolumne,162,
Tuolumne,164,
Tuolumne,170,
Tuolumne,172,
Tuolumne,172,
Tuolumne,174,
Tuolumne,176,
Tuolumne,178,
Tuolumne,178,
Tuolumne,178,
Tuolumne,183,
Tuolumne,190,
Tuolumne,193,
Tuolumne,193,
Tuolumne,194,
Tuolumne,194,
Tuolumne,196,
Tuolumne,197,
Tuolumne,204,
Tuolumne,205,
Tuolumne,208,
Tuolumne,208,
Tuolumne,208,
Tuolumne,208,
Tuolumne,209,
Tuolumne,210,
Tuolumne,214,
Tuolumne,216,
Tuolumne,217,
Tuolumne,221,
Tuolumne,221,
Tuolumne,224,
Tuolumne,223,
Tuolumne,224,
Tuolumne,223,
Tuolumne,223,
Tuolumne,224,
Tuolumne,225,
Tuolumne,224,
Tuolumne,224,
Tuolumne,223,
Tuolumne,225,
Tuolumne,224,
Tuolumne,226,
Tuolumne,226,
Tuolumne,227,
Tuolumne,227,
Tuolumne,230,
Tuolumne,230,
Tuolumne,233,
Tuolumne,234,
Tuolumne,234,
Tuolumne,235,
Tuolumne,236,
Tuolumne,236,
Tuolumne,237,
Tuolumne,241,
Tuolumne,245,
Tuolumne,247,
Tuolumne,250,
Tuolumne,251,
Tuolumne,252,
Tuolumne,254,
Tuolumne,269,
Tuolumne,271,
Tuolumne,271,
Tuolumne,275,
Tuolumne,277,
Tuolumne,279,
Tuolumne,286,
Tuolumne,290,
Tuolumne,295,
Tuolumne,302,
Tuolumne,302,
Tuolumne,310,
Tuolumne,312,
Tuolumne,316,
Tuolumne,315,
Tuolumne,341,
Tuolumne,346,
Tuolumne,353,
Tuolumne,354,
Tuolumne,353,
Tuolumne,427,
Tuolumne,448,
Tuolumne,486,
Tuolumne,543,
Tuolumne,568,
Tuolumne,590,
Tuolumne,602,
Tuolumne,662,
Tuolumne,690,
Tuolumne,689,
Tuolumne,774,
Tuolumne,832,
Tuolumne,842,
Tuolumne,871,
Tuolumne,881,
Tuolumne,976,
Tuolumne,988,
Tuolumne,1027,
Tuolumne,1052,
Tuolumne,1076,
Tuolumne,1105,
Tuolumne,1134,
Tuolumne,1180,
Tuolumne,1210,
Tuolumne,1256,
Tuolumne,1264,
Tuolumne,1319,
Tuolumne,1451,
Tuolumne,1510,
Tuolumne,1536,
Tuolumne,1611,
Tuolumne,1647,
Tuolumne,1874,
Tuolumne,1941,
Tuolumne,1992,
Tuolumne,2067,
Tuolumne,2107,
Tuolumne,2152,
Tuolumne,2423,
Tuolumne,2526,
Tuolumne,2540,
Tuolumne,2653,
Tuolumne,2674,
Tuolumne,2703,
Tuolumne,2750,
Tuolumne,2777,
Tuolumne,2797,
Tuolumne,2812,
Tuolumne,2902,
Tuolumne,2909,
Tuolumne,2942,
Tuolumne,2978,
Tuolumne,2987,
Tuolumne,2996,
Tuolumne,3008,
Tuolumne,3068,
Tuolumne,3099,
Tuolumne,3117,
Tuolumne,3143,
Tuolumne,3165,
Tuolumne,3178,
Tuolumne,3196,
Tuolumne,3215,
Tuolumne,3231,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,0,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
Sierra,1,
